0.0  0.0  1.0
0.0  1.0e-2  0.99
0.0  2.0e-2  0.98
0.0  3.0e-2  0.97
0.0  4.0e-2  0.96
0.0  5.0e-2  0.95
0.0  6.0e-2  0.94
0.0  7.0e-2  0.93
0.0  8.0e-2  0.92
0.0  9.0e-2  0.91
0.0  0.1  0.9
0.0  0.11  0.89
0.0  0.12  0.88
0.0  0.13  0.87
0.0  0.14  0.86
0.0  0.15  0.85
0.0  0.16  0.84
0.0  0.17  0.83
0.0  0.18  0.82
0.0  0.19  0.81
0.0  0.2  0.8
0.0  0.21  0.79
0.0  0.22  0.78
0.0  0.23  0.77
0.0  0.24  0.76
0.0  0.25  0.75
0.0  0.26  0.74
0.0  0.27  0.73
0.0  0.28  0.72
0.0  0.29  0.71
0.0  0.3  0.7
0.0  0.31  0.69
0.0  0.32  0.68
0.0  0.33  0.67
0.0  0.34  0.66
0.0  0.35  0.65
0.0  0.36  0.64
0.0  0.37  0.63
0.0  0.38  0.62
0.0  0.39  0.61
0.0  0.4  0.6
0.0  0.41  0.59
0.0  0.42  0.58
0.0  0.43  0.57
0.0  0.44  0.56
0.0  0.45  0.55
0.0  0.46  0.54
0.0  0.47  0.53
0.0  0.48  0.52
0.0  0.49  0.51
0.0  0.5  0.5
0.0  0.51  0.49
0.0  0.52  0.48
0.0  0.53  0.47
0.0  0.54  0.46
0.0  0.55  0.45
0.0  0.56  0.44
0.0  0.57  0.43
0.0  0.58  0.42
0.0  0.59  0.41
0.0  0.6  0.4
0.0  0.61  0.39
0.0  0.62  0.38
0.0  0.63  0.37
0.0  0.64  0.36
0.0  0.65  0.35
0.0  0.66  0.34
0.0  0.67  0.33
0.0  0.68  0.32
0.0  0.69  0.31
0.0  0.7  0.3
0.0  0.71  0.29
0.0  0.72  0.28
0.0  0.73  0.27
0.0  0.74  0.26
0.0  0.75  0.25
0.0  0.76  0.24
0.0  0.77  0.23
0.0  0.78  0.22
0.0  0.79  0.21
0.0  0.8  0.2
0.0  0.81  0.19
0.0  0.82  0.18
0.0  0.83  0.17
0.0  0.84  0.16
0.0  0.85  0.15
0.0  0.86  0.14
0.0  0.87  0.13
0.0  0.88  0.12
0.0  0.89  0.11
0.0  0.9  0.1
0.0  0.91  9.0e-2
0.0  0.92  8.0e-2
0.0  0.93  7.0e-2
0.0  0.94  6.0e-2
0.0  0.95  5.0e-2
0.0  0.96  4.0e-2
0.0  0.97  3.0e-2
0.0  0.98  2.0e-2
0.0  0.99  1.0e-2
0.0  1.0  0.0
1.0e-2  0.0  0.99
1.0e-2  1.0e-2  0.98
1.0e-2  2.0e-2  0.97
1.0e-2  3.0e-2  0.96
1.0e-2  4.0e-2  0.95
1.0e-2  5.0e-2  0.94
1.0e-2  6.0e-2  0.93
1.0e-2  7.0e-2  0.92
1.0e-2  8.0e-2  0.91
1.0e-2  9.0e-2  0.9
1.0e-2  0.1  0.89
1.0e-2  0.11  0.88
1.0e-2  0.12  0.87
1.0e-2  0.13  0.86
1.0e-2  0.14  0.85
1.0e-2  0.15  0.84
1.0e-2  0.16  0.83
1.0e-2  0.17  0.82
1.0e-2  0.18  0.81
1.0e-2  0.19  0.8
1.0e-2  0.2  0.79
1.0e-2  0.21  0.78
1.0e-2  0.22  0.77
1.0e-2  0.23  0.76
1.0e-2  0.24  0.75
1.0e-2  0.25  0.74
1.0e-2  0.26  0.73
1.0e-2  0.27  0.72
1.0e-2  0.28  0.71
1.0e-2  0.29  0.7
1.0e-2  0.3  0.69
1.0e-2  0.31  0.68
1.0e-2  0.32  0.67
1.0e-2  0.33  0.66
1.0e-2  0.34  0.65
1.0e-2  0.35  0.64
1.0e-2  0.36  0.63
1.0e-2  0.37  0.62
1.0e-2  0.38  0.61
1.0e-2  0.39  0.6
1.0e-2  0.4  0.59
1.0e-2  0.41  0.58
1.0e-2  0.42  0.57
1.0e-2  0.43  0.56
1.0e-2  0.44  0.55
1.0e-2  0.45  0.54
1.0e-2  0.46  0.53
1.0e-2  0.47  0.52
1.0e-2  0.48  0.51
1.0e-2  0.49  0.5
1.0e-2  0.5  0.49
1.0e-2  0.51  0.48
1.0e-2  0.52  0.47
1.0e-2  0.53  0.46
1.0e-2  0.54  0.45
1.0e-2  0.55  0.44
1.0e-2  0.56  0.43
1.0e-2  0.57  0.42
1.0e-2  0.58  0.41
1.0e-2  0.59  0.4
1.0e-2  0.6  0.39
1.0e-2  0.61  0.38
1.0e-2  0.62  0.37
1.0e-2  0.63  0.36
1.0e-2  0.64  0.35
1.0e-2  0.65  0.34
1.0e-2  0.66  0.33
1.0e-2  0.67  0.32
1.0e-2  0.68  0.31
1.0e-2  0.69  0.3
1.0e-2  0.7  0.29
1.0e-2  0.71  0.28
1.0e-2  0.72  0.27
1.0e-2  0.73  0.26
1.0e-2  0.74  0.25
1.0e-2  0.75  0.24
1.0e-2  0.76  0.23
1.0e-2  0.77  0.22
1.0e-2  0.78  0.21
1.0e-2  0.79  0.2
1.0e-2  0.8  0.19
1.0e-2  0.81  0.18
1.0e-2  0.82  0.17
1.0e-2  0.83  0.16
1.0e-2  0.84  0.15
1.0e-2  0.85  0.14
1.0e-2  0.86  0.13
1.0e-2  0.87  0.12
1.0e-2  0.88  0.11
1.0e-2  0.89  0.1
1.0e-2  0.9  9.0e-2
1.0e-2  0.91  8.0e-2
1.0e-2  0.92  7.0e-2
1.0e-2  0.93  6.0e-2
1.0e-2  0.94  5.0e-2
1.0e-2  0.95  4.0e-2
1.0e-2  0.96  3.0e-2
1.0e-2  0.97  2.0e-2
1.0e-2  0.98  1.0e-2
1.0e-2  0.99  0.0
2.0e-2  0.0  0.98
2.0e-2  1.0e-2  0.97
2.0e-2  2.0e-2  0.96
2.0e-2  3.0e-2  0.95
2.0e-2  4.0e-2  0.94
2.0e-2  5.0e-2  0.93
2.0e-2  6.0e-2  0.92
2.0e-2  7.0e-2  0.91
2.0e-2  8.0e-2  0.9
2.0e-2  9.0e-2  0.89
2.0e-2  0.1  0.88
2.0e-2  0.11  0.87
2.0e-2  0.12  0.86
2.0e-2  0.13  0.85
2.0e-2  0.14  0.84
2.0e-2  0.15  0.83
2.0e-2  0.16  0.82
2.0e-2  0.17  0.81
2.0e-2  0.18  0.8
2.0e-2  0.19  0.79
2.0e-2  0.2  0.78
2.0e-2  0.21  0.77
2.0e-2  0.22  0.76
2.0e-2  0.23  0.75
2.0e-2  0.24  0.74
2.0e-2  0.25  0.73
2.0e-2  0.26  0.72
2.0e-2  0.27  0.71
2.0e-2  0.28  0.7
2.0e-2  0.29  0.69
2.0e-2  0.3  0.68
2.0e-2  0.31  0.67
2.0e-2  0.32  0.66
2.0e-2  0.33  0.65
2.0e-2  0.34  0.64
2.0e-2  0.35  0.63
2.0e-2  0.36  0.62
2.0e-2  0.37  0.61
2.0e-2  0.38  0.6
2.0e-2  0.39  0.59
2.0e-2  0.4  0.58
2.0e-2  0.41  0.57
2.0e-2  0.42  0.56
2.0e-2  0.43  0.55
2.0e-2  0.44  0.54
2.0e-2  0.45  0.53
2.0e-2  0.46  0.52
2.0e-2  0.47  0.51
2.0e-2  0.48  0.5
2.0e-2  0.49  0.49
2.0e-2  0.5  0.48
2.0e-2  0.51  0.47
2.0e-2  0.52  0.46
2.0e-2  0.53  0.45
2.0e-2  0.54  0.44
2.0e-2  0.55  0.43
2.0e-2  0.56  0.42
2.0e-2  0.57  0.41
2.0e-2  0.58  0.4
2.0e-2  0.59  0.39
2.0e-2  0.6  0.38
2.0e-2  0.61  0.37
2.0e-2  0.62  0.36
2.0e-2  0.63  0.35
2.0e-2  0.64  0.34
2.0e-2  0.65  0.33
2.0e-2  0.66  0.32
2.0e-2  0.67  0.31
2.0e-2  0.68  0.3
2.0e-2  0.69  0.29
2.0e-2  0.7  0.28
2.0e-2  0.71  0.27
2.0e-2  0.72  0.26
2.0e-2  0.73  0.25
2.0e-2  0.74  0.24
2.0e-2  0.75  0.23
2.0e-2  0.76  0.22
2.0e-2  0.77  0.21
2.0e-2  0.78  0.2
2.0e-2  0.79  0.19
2.0e-2  0.8  0.18
2.0e-2  0.81  0.17
2.0e-2  0.82  0.16
2.0e-2  0.83  0.15
2.0e-2  0.84  0.14
2.0e-2  0.85  0.13
2.0e-2  0.86  0.12
2.0e-2  0.87  0.11
2.0e-2  0.88  0.1
2.0e-2  0.89  9.0e-2
2.0e-2  0.9  8.0e-2
2.0e-2  0.91  7.0e-2
2.0e-2  0.92  6.0e-2
2.0e-2  0.93  5.0e-2
2.0e-2  0.94  4.0e-2
2.0e-2  0.95  3.0e-2
2.0e-2  0.96  2.0e-2
2.0e-2  0.97  1.0e-2
2.0e-2  0.98  0.0
3.0e-2  0.0  0.97
3.0e-2  1.0e-2  0.96
3.0e-2  2.0e-2  0.95
3.0e-2  3.0e-2  0.94
3.0e-2  4.0e-2  0.93
3.0e-2  5.0e-2  0.92
3.0e-2  6.0e-2  0.91
3.0e-2  7.0e-2  0.9
3.0e-2  8.0e-2  0.89
3.0e-2  9.0e-2  0.88
3.0e-2  0.1  0.87
3.0e-2  0.11  0.86
3.0e-2  0.12  0.85
3.0e-2  0.13  0.84
3.0e-2  0.14  0.83
3.0e-2  0.15  0.82
3.0e-2  0.16  0.81
3.0e-2  0.17  0.8
3.0e-2  0.18  0.79
3.0e-2  0.19  0.78
3.0e-2  0.2  0.77
3.0e-2  0.21  0.76
3.0e-2  0.22  0.75
3.0e-2  0.23  0.74
3.0e-2  0.24  0.73
3.0e-2  0.25  0.72
3.0e-2  0.26  0.71
3.0e-2  0.27  0.7
3.0e-2  0.28  0.69
3.0e-2  0.29  0.68
3.0e-2  0.3  0.67
3.0e-2  0.31  0.66
3.0e-2  0.32  0.65
3.0e-2  0.33  0.64
3.0e-2  0.34  0.63
3.0e-2  0.35  0.62
3.0e-2  0.36  0.61
3.0e-2  0.37  0.6
3.0e-2  0.38  0.59
3.0e-2  0.39  0.58
3.0e-2  0.4  0.57
3.0e-2  0.41  0.56
3.0e-2  0.42  0.55
3.0e-2  0.43  0.54
3.0e-2  0.44  0.53
3.0e-2  0.45  0.52
3.0e-2  0.46  0.51
3.0e-2  0.47  0.5
3.0e-2  0.48  0.49
3.0e-2  0.49  0.48
3.0e-2  0.5  0.47
3.0e-2  0.51  0.46
3.0e-2  0.52  0.45
3.0e-2  0.53  0.44
3.0e-2  0.54  0.43
3.0e-2  0.55  0.42
3.0e-2  0.56  0.41
3.0e-2  0.57  0.4
3.0e-2  0.58  0.39
3.0e-2  0.59  0.38
3.0e-2  0.6  0.37
3.0e-2  0.61  0.36
3.0e-2  0.62  0.35
3.0e-2  0.63  0.34
3.0e-2  0.64  0.33
3.0e-2  0.65  0.32
3.0e-2  0.66  0.31
3.0e-2  0.67  0.3
3.0e-2  0.68  0.29
3.0e-2  0.69  0.28
3.0e-2  0.7  0.27
3.0e-2  0.71  0.26
3.0e-2  0.72  0.25
3.0e-2  0.73  0.24
3.0e-2  0.74  0.23
3.0e-2  0.75  0.22
3.0e-2  0.76  0.21
3.0e-2  0.77  0.2
3.0e-2  0.78  0.19
3.0e-2  0.79  0.18
3.0e-2  0.8  0.17
3.0e-2  0.81  0.16
3.0e-2  0.82  0.15
3.0e-2  0.83  0.14
3.0e-2  0.84  0.13
3.0e-2  0.85  0.12
3.0e-2  0.86  0.11
3.0e-2  0.87  0.1
3.0e-2  0.88  9.0e-2
3.0e-2  0.89  8.0e-2
3.0e-2  0.9  7.0e-2
3.0e-2  0.91  6.0e-2
3.0e-2  0.92  5.0e-2
3.0e-2  0.93  4.0e-2
3.0e-2  0.94  3.0e-2
3.0e-2  0.95  2.0e-2
3.0e-2  0.96  1.0e-2
3.0e-2  0.97  0.0
4.0e-2  0.0  0.96
4.0e-2  1.0e-2  0.95
4.0e-2  2.0e-2  0.94
4.0e-2  3.0e-2  0.93
4.0e-2  4.0e-2  0.92
4.0e-2  5.0e-2  0.91
